zip,n_registrations,pct_destroyed,pct_sba_approved,pct_flood_damage,pct_foundation_damage,pct_roof_damage,pct_flood_insured,mean_water_depth_m,median_water_depth_m,mean_flood_damage_amt,mean_ihp_amount,total_ihp_amount
77079,849,0.0,0.12956419316843346,0.6678445229681979,0.008244994110718492,0.016489988221436984,0.5842167255594818,0.6325766784452297,0.6095999999999999,19464.424782096587,8166.362532391048,6933241.79
77080,104,0.0,0.0,0.19230769230769232,0.0,0.019230769230769232,0.375,0.05373076923076922,0.0,1430.0375961538462,716.9520192307693,74563.01000000001
77081,45,0.0,0.0,0.24444444444444444,0.0,0.022222222222222223,0.8,0.0445911111111111,0.0,1769.6964444444443,457.07044444444443,20568.17
77082,343,0.0,0.037900874635568516,0.06705539358600583,0.011661807580174927,0.09620991253644315,0.4868804664723032,0.0048134110787172,0.0,178.73358600583092,172.1954810495627,59063.05
77083,669,0.0,0.02391629297458894,0.04185351270553064,0.0029895366218236174,0.08370702541106129,0.1554559043348281,0.004821823617339312,0.0,123.92088191330343,267.7562630792227,179128.94
77084,1641,0.0,0.07007921998781232,0.42291285801340645,0.006703229737964655,0.02681291895185862,0.35161486898232786,0.23281011578305907,0.0,8192.176873857405,4609.77943936624,7564648.06
77085,142,0.0,0.035211267605633804,0.06338028169014084,0.0,0.07042253521126761,0.176056338028169,0.004114084507042253,0.0,56.516408450704226,208.9926056338028,29676.95
77086,196,0.0,0.025510204081632654,0.08673469387755102,0.01020408163265306,0.05102040816326531,0.18877551020408162,0.01166326530612245,0.0,402.6463265306122,290.5464795918367,56947.11
77087,232,0.0,0.03017241379310345,0.17672413793103448,0.034482758620689655,0.08189655172413793,0.25,0.03448706896551724,0.0,934.2889224137931,880.9812499999999,204387.65
77088,649,0.0,0.03543913713405239,0.3050847457627119,0.009244992295839754,0.06471494607087827,0.38212634822804314,0.08457534668721109,0.0,3247.04217257319,1100.7406779661017,714380.7
77089,1483,0.0,0.07282535401213756,0.571813890761969,0.012811867835468645,0.057316250842886045,0.48347943358057993,0.19645178691840862,0.07619999999999999,7643.224059339177,3574.934389750506,5301627.7
77090,365,0.0,0.049315068493150684,0.4465753424657534,0.0,0.030136986301369864,0.5287671232876713,0.54864,0.0,13005.857205479451,4149.517095890411,1514573.74
77091,229,0.0,0.026200873362445413,0.3318777292576419,0.017467248908296942,0.06986899563318777,0.44541484716157204,0.10171091703056769,0.0,3745.244978165939,1347.1631004366811,308500.35
77092,128,0.0,0.0546875,0.296875,0.0,0.0390625,0.46875,0.08651874999999999,0.0,2706.91625,1011.613359375,129486.51
77093,323,0.0,0.04024767801857585,0.4551083591331269,0.02786377708978328,0.07739938080495357,0.42105263157894735,0.09397213622291022,0.0,3023.3947368421054,1482.5322291021673,478857.91000000003
77094,115,0.0,0.034782608695652174,0.41739130434782606,0.008695652173913044,0.017391304347826087,0.4782608695652174,0.20717565217391304,0.0,7365.620086956521,4382.049043478261,503935.64
77095,501,0.0,0.03992015968063872,0.14770459081836326,0.003992015968063872,0.04790419161676647,0.19760479041916168,0.021293413173652694,0.0,1359.388343313373,1277.7110778443114,640133.25
77096,785,0.0,0.07261146496815286,0.729936305732484,0.003821656050955414,0.011464968152866241,0.8687898089171975,0.3295528662420382,0.2032,15650.375184713375,3420.8441783439494,2685362.68
77098,26,0.0,0.038461538461538464,0.15384615384615385,0.0,0.07692307692307693,0.5384615384615384,0.023446153846153842,0.0,417.30384615384617,535.4511538461538,13921.73
77099,277,0.0,0.036101083032490974,0.11552346570397112,0.0036101083032490976,0.07942238267148015,0.4584837545126354,0.012929241877256317,0.0,786.2088086642599,427.47649819494586,118410.99
